freight_value,freight_ratio
16.33,0.176
23.33,0.307
14.19,0.065
13.37,0.328
15.45,0.31
15.1,0.759
27.24,0.248
8.93,0.112
17.74,0.254
14.1,0.564
19.65,0.298
8.88,0.161
34.53,0.332
35.91,0.423
18.51,0.139
19.84,0.107
18.41,0.245
18.23,1.275
15.36,0.422
13.81,0.066
34.15,1.552
17.35,0.038
15.1,0.378
15.34,0.183
30.51,0.051
101.19,0.166
25.84,0.048
25.61,0.142
15.1,1.209
15.1,0.606
17.01,0.006
15.76,0.11
13.44,0.224
16.5,0.082
14.63,0.116
16.18,0.046
13.08,0.184
8.72,0.175
21.59,0.041
14.18,0.238
27.26,0.361
28.29,0.09
9.34,0.553
17.97,0.09
15.17,0.253
7.71,0.324
22.45,0.098
27.06,0.387
23.52,0.176
41.08,0.415
14.13,0.24
13.37,0.267
13.08,0.374
16.34,0.044
36.03,0.353
9.82,0.055
13.25,0.156
9.94,0.166
12.87,0.429
17.06,0.191
8.77,0.075
25.63,0.855
8.64,0.173
16.35,0.193
14.64,0.977
37.61,0.15
11.83,0.132
13.43,0.228
10.04,0.112
22.93,1.043
15.17,0.253
40.37,0.271
16.61,0.319
14.52,0.486
34.15,1.139
10.09,0.16
17.92,0.468
17.8,0.099
16.11,0.413
7.78,0.203
19.6,0.104
15.11,0.393
8.4,0.21
14.58,1.149
15.18,0.253
47.47,0.601
25.63,0.515
9.34,0.467
19.07,0.149
19.95,0.955
7.88,0.089
12.06,0.152
16.11,0.556
21.46,0.154
9.79,0.07
19.39,0.323
16.35,0.192
16.11,0.866
16.6,0.416
9.74,0.13
17.34,0.409
19.14,0.16
64.34,0.402
7.39,0.296
17.48,0.045
13.29,0.089
9.09,0.182
13.15,0.189
13.52,0.386
18.59,0.266
10.32,0.061
15.1,0.504
17.63,0.327
21.1,0.243
11.9,0.207
8.39,0.256
15.38,0.171
37.66,0.189
19.32,0.646
15.1,0.336
9.34,0.467
15.1,0.366
7.71,0.162
16.34,0.16
42.91,0.477
13.38,0.243
13.08,0.291
9.69,0.097
15.68,0.041
27.1,0.339
16.07,0.179
31.35,0.418
11.74,0.152
13.92,0.093
16.35,0.303
20.03,0.167
38.29,0.383
37.03,0.543
16.15,0.108
25.09,0.239
22.86,0.352
9.27,1.717
12.14,0.081
19.76,0.073
13.25,0.115
7.78,0.111
20.59,0.103
18.73,0.208
15.33,0.466
26.5,0.095
9.44,0.105
12.18,0.087
8.27,0.166
25.78,0.187
13.15,0.113
12.83,0.129
31.45,0.186
24.06,0.253
88.33,0.355
16.68,0.239
21.65,0.11
18.23,0.986
35.03,0.2
7.39,0.411
7.39,0.528
14.1,0.47
13.47,0.081
67.5,0.486
26.17,0.138
25.63,2.373
21.46,0.154
27.23,0.278
22.88,1.025
8.86,0.093
16.81,0.112
13.4,0.249
15.7,0.183
16.96,0.226
12.07,0.115
14.1,0.47
25.68,0.027
10.32,0.543
25.63,0.716
7.43,0.31
16.95,0.17
16.25,0.232
34.43,0.383
18.71,0.159
11.62,0.157
12.01,0.135
14.99,0.117
38.31,0.192
11.9,0.104
7.78,0.268
24.53,0.124
18.39,0.159
18.3,0.122
37.96,0.21
18.2,0.202
15.17,0.253
16.12,0.111
16.54,0.087
14.11,0.403
10.12,0.101
14.15,0.248
15.47,0.182
19.32,0.215
16.79,0.844
18.91,0.198
24.36,0.229
22.09,0.403
16.02,0.089
15.79,0.159
12.93,0.259
30.79,2.677
27.08,0.244
8.13,0.065
103.25,0.645
15.04,0.073
15.16,0.257
17.95,0.18
41.33,0.828
26.73,0.169
8.72,0.291
44.91,0.282
12.56,0.057
8.72,0.249
32.13,0.083
7.46,0.267
7.39,0.746
18.23,0.965
38.51,0.022
4.33,0.045
15.1,0.431
20.99,0.421
7.78,0.22
11.74,0.235
71.22,0.162
14.25,0.199
16.83,0.224
42.25,0.163
26.96,0.449
7.78,0.156
38.33,0.466
70.76,0.643
15.26,0.278
21.19,0.212
28.78,0.534
15.6,0.13
23.27,0.298
18.89,0.484
15.1,0.629
9.34,0.268
17.43,0.178
14.7,0.267
16.04,0.087
18.23,0.653
15.1,0.606
18.11,0.411
11.85,0.395
8.72,0.146
15.45,0.156
11.94,0.336
23.03,0.072
16.61,0.189
16.79,0.401
18.0,0.753
26.78,0.137
22.94,0.441
12.6,0.127
21.15,1.058
19.46,0.507
22.95,0.255
25.12,0.069
15.1,1.172
3.76,0.061
34.39,0.405
12.78,0.204
12.55,0.084
12.79,0.305
19.8,0.248
23.05,0.222
18.72,0.156
14.1,0.505
23.0,0.23
38.47,0.642
20.8,1.095
22.19,0.322
8.88,0.169
31.0,0.274
70.26,0.357
27.66,0.121
16.27,0.082
18.23,0.13
17.06,0.552
9.66,0.242
16.65,0.067
11.85,0.395
12.71,0.154
23.22,0.464
72.83,0.521
18.59,0.266
17.06,0.91
16.28,0.217
14.06,0.094
15.64,0.092
12.4,0.063
27.25,0.699
11.42,0.201
9.34,0.158
8.72,0.35
14.52,0.608
15.1,0.549
15.37,0.177
18.0,0.138
24.01,0.301
15.28,0.028
15.14,0.076
17.67,0.295
28.75,0.576
13.93,0.107
15.1,0.308
13.08,0.443
34.97,0.872
11.45,0.019
22.13,0.793
18.23,0.631
28.15,0.095
18.05,0.157
11.97,0.109
11.85,0.627
18.65,0.239
8.89,0.089
12.11,0.093
11.62,0.135
18.23,0.45
18.23,0.898
12.94,0.324
17.42,0.125
23.7,0.169
14.41,0.149
16.33,0.314
7.6,0.155
15.1,0.893
23.22,0.387
14.1,0.326
14.57,0.106
16.27,0.138
15.11,0.352
15.67,0.148
7.46,0.253
36.78,0.526
8.98,0.101
11.85,0.33
17.67,0.295
15.77,0.166
34.99,0.393
17.67,0.295
15.32,0.192
19.19,0.124
27.5,0.163
16.32,0.204
60.03,1.0
16.62,0.311
1.2,0.024
20.22,0.145
15.23,0.305
34.2,0.285
65.57,0.095
13.52,0.386
18.12,0.145
10.96,0.524
22.3,0.426
7.87,0.133
18.44,0.23
12.1,0.11
35.37,0.157
18.09,0.151
18.27,0.761
7.94,0.144
27.79,0.232
7.44,0.298
15.48,0.282
14.43,0.402
7.39,0.164
11.15,0.228
21.14,0.135
13.01,0.261
23.26,0.24
39.56,0.44
20.51,0.093
7.78,0.254
34.83,0.29
15.1,0.398
14.79,0.099
26.22,0.336
14.1,0.834
9.35,0.031
17.92,0.418
28.75,0.112
68.72,0.132
20.56,0.109
12.94,0.112
19.25,0.275
18.0,0.153
18.3,0.306
8.72,0.582
18.22,0.131
17.83,0.215
7.39,1.071
17.67,0.295
18.28,0.706
24.84,1.833
15.26,0.209
17.96,0.12
23.0,0.153
23.4,0.272
7.39,0.123
7.6,0.155
20.86,0.316
15.1,0.756
13.95,0.263
46.07,0.256
12.93,0.152
13.62,0.189
50.85,2.555
15.16,0.257
11.15,0.196
14.11,0.284
12.79,0.428
9.41,0.111
15.1,0.522
17.86,0.078
18.75,0.188
49.85,0.263
8.88,0.127
16.54,0.152
18.33,0.282
20.44,0.114
17.73,0.256
17.31,0.304
18.23,1.672
19.86,0.209
17.25,0.123
23.35,0.212
49.2,0.497
12.17,0.055
27.75,0.414
44.02,0.191
19.49,0.454
47.93,0.8
26.88,0.302
7.64,0.139
16.37,0.071
21.15,0.817
14.1,1.008
19.95,0.143
7.87,0.237
8.72,0.301
15.31,0.511
25.04,0.358
12.48,0.25
18.43,0.234
14.27,0.114
16.6,0.332
13.18,0.088
15.38,0.172
15.17,0.253
16.15,0.081
27.08,0.352
12.89,0.198
17.79,0.127
7.78,0.159
23.36,0.292
12.48,0.756
27.03,0.387
17.43,0.178
38.82,0.277
34.92,0.218
44.17,0.134
15.26,0.278
18.31,0.611
17.92,0.382
15.24,0.218
7.78,0.159
14.13,0.257
10.96,0.367
15.1,0.308
9.15,0.038
18.45,0.246
9.34,0.192
15.13,0.276
18.07,0.055
16.7,0.125
16.11,0.322
28.82,0.481
9.62,0.138
27.29,0.342
19.41,0.108
13.14,0.091
18.0,0.04
64.75,0.36
15.87,0.144
16.11,0.323
16.07,0.298
21.98,0.227
30.11,0.194
20.67,0.44
20.0,0.051
19.04,0.423
26.55,0.746
15.13,0.276
15.84,0.208
15.1,2.745
0.0,0.0
13.14,0.063
20.61,0.129
50.84,0.462
15.42,0.342
7.47,0.25
25.64,0.023
10.96,0.313
11.51,0.165
23.59,0.157
15.08,0.137
7.78,0.46
22.31,0.406
9.59,0.048
18.73,0.268
39.48,0.5
28.82,0.481
14.33,0.085
10.96,0.845
16.98,0.221
25.02,0.128
35.83,0.491
12.7,0.249
15.18,0.122
15.17,0.253
15.1,0.303
29.01,0.332
14.1,0.283
7.39,0.465
11.22,0.401
18.3,0.122
11.85,0.242
14.1,0.353
7.78,0.147
11.74,0.25
8.72,0.368
8.35,0.097
7.41,0.337
15.1,0.504
17.06,1.168
7.39,0.308
14.7,0.267
12.48,0.659
50.63,0.309
12.43,0.731
49.71,0.502
8.38,0.27
58.04,0.321
18.35,0.524
3.33,0.167
7.65,0.137
9.16,0.046
14.61,0.119
20.42,0.116
16.95,0.424
13.04,0.165
17.88,0.199
15.56,0.479
30.15,1.206
25.63,0.716
11.15,0.174
21.71,0.241
19.47,0.487
11.85,0.242
8.72,0.134
62.09,0.322
16.5,0.552
49.3,0.05
15.17,0.253
17.19,0.344
20.05,0.198
7.39,0.308
128.44,1.019
22.73,0.126
8.72,0.153
19.28,0.096
12.84,0.067
37.54,0.31
21.19,0.212
24.64,0.21
16.22,0.248
26.75,0.546
18.65,0.169
19.59,0.028
16.85,0.286
14.13,0.084
39.59,0.028
15.25,0.04
26.46,0.158
20.8,0.533
14.36,0.169
17.03,0.2
12.29,0.051
17.94,0.181
15.24,0.767
7.39,0.166
17.13,0.286
3.28,0.084
0.0,0.0
14.62,0.222
9.69,0.072
8.88,0.163
16.93,0.245
16.24,0.187
16.0,0.1
17.78,0.396
15.98,0.542
13.12,0.199
30.78,0.124
17.86,0.06
23.92,0.16
8.75,0.109
25.69,0.08
18.33,0.17
23.5,0.235
19.32,0.495
17.85,0.123
56.31,0.383
11.86,0.258
14.52,0.372
14.63,0.223
16.67,0.112
11.85,0.604
22.3,0.104
12.79,0.298
56.85,0.1
15.73,0.211
7.39,0.148
13.41,0.034
14.11,0.616
8.72,0.291
7.87,0.543
13.63,0.326
17.31,0.315
38.81,0.281
15.1,0.893
15.23,0.318
14.13,0.058
40.82,0.343
11.85,0.395
15.38,0.173
8.76,0.102
25.63,1.878
18.75,0.188
34.15,1.139
16.95,0.344
12.0,0.06
9.09,0.365
23.6,0.087
18.57,0.188
15.28,0.096
12.75,0.143
14.1,0.486
67.5,0.486
44.04,1.129
15.26,0.278
26.82,0.091
15.1,0.634
21.12,0.235
7.43,0.31
59.25,0.593
21.15,0.432
16.79,0.56
26.27,0.128
8.76,0.146
15.52,0.141
17.48,0.159
9.94,0.136
16.79,0.685
25.68,0.451
32.05,0.16
15.56,0.347
14.48,0.193
18.23,0.651
14.44,0.481
17.99,0.3
8.97,0.28
25.4,0.318
12.97,0.136
17.62,0.104
19.74,0.166
14.06,0.094
12.27,0.112
15.1,0.408
4.5,0.15
15.65,0.142
10.47,0.032
16.96,0.171
39.97,0.286
18.01,0.08
14.13,0.24
25.56,0.018
27.91,0.133
16.79,1.866
29.63,0.429
9.27,0.294
27.8,0.464
14.3,0.181
12.69,0.282
19.28,0.096
10.72,0.599
11.85,0.476
20.89,0.104
16.46,0.429
15.1,0.378
9.34,0.312
206.5,1.215
15.59,0.13
11.23,0.102
15.39,0.171
16.24,0.1
16.82,0.099
44.4,0.133
15.57,0.121
7.46,0.257
18.3,0.654
18.0,0.09
11.39,0.104
15.1,0.581
6.45,0.108
10.2,0.072
26.97,0.281
15.01,0.083
12.68,0.075
18.2,0.135
26.85,0.34
14.22,0.116
14.52,0.372
15.72,0.113
16.95,0.567
7.81,0.1
32.65,0.218
32.11,0.287
8.95,0.224
25.54,0.035
18.23,0.965
11.21,0.415
18.37,0.115
25.63,0.675
64.3,0.51
11.85,0.26
74.69,0.628
16.6,0.395
25.85,0.129
8.26,0.069
7.71,0.139
7.64,0.064
45.25,0.251
94.52,0.54
16.94,0.101
19.25,0.244
34.77,0.241
37.26,0.075
15.11,0.542
15.1,0.329
52.64,0.725
68.13,0.12
17.0,0.096
21.28,0.188
22.27,0.109
17.66,0.354
14.28,0.19
18.91,0.326
0.01,0.0
8.88,0.269
16.11,0.351
19.66,0.328
63.17,0.163
25.77,0.107
15.1,1.552
15.92,0.157
17.88,0.199
16.28,0.081
8.72,0.218
17.96,0.101
38.53,0.389
36.18,0.241
22.75,0.154
18.93,0.126
7.45,0.274
13.63,0.189
17.32,0.115
8.88,0.223
13.75,0.132
12.48,0.482
15.11,0.945
7.78,0.3
123.74,0.144
48.68,0.061
8.3,0.056
15.47,0.221
16.46,0.165
18.33,0.122
12.43,0.124
29.49,0.092
11.26,0.323
22.21,0.555
20.28,0.254
12.17,0.088
14.5,0.132
17.99,0.17
18.68,0.092
7.98,0.998
16.27,0.222
12.35,0.102
7.62,0.15
14.28,0.188
15.1,1.013
23.11,0.463
16.5,0.03
20.51,0.14
13.73,0.069
18.23,0.462
14.44,0.146
8.52,0.112
7.74,0.347
35.71,0.716
12.48,0.627
14.52,1.12
13.37,0.405
15.1,0.504
7.79,0.103
17.89,0.051
36.76,0.285
17.78,0.062
34.15,1.367
15.73,0.112
13.33,0.14
17.6,0.469
19.56,0.097
7.04,0.141
64.65,0.462
15.45,0.154
7.78,0.175
11.21,0.074
20.99,0.081
20.08,0.158
9.0,0.098
15.45,0.31
23.09,0.317
14.52,1.118
16.79,0.395
13.08,0.187
25.63,0.513
13.52,0.386
15.1,0.795
46.05,0.271
70.82,0.129
8.72,0.153
18.61,0.257
37.43,0.501
17.75,0.095
8.63,0.07
13.45,0.085
7.39,0.391
21.4,0.165
10.29,0.178
18.45,0.368
18.23,0.763
22.26,0.468
32.94,0.471
15.45,0.156
12.19,0.087
12.85,0.218
14.99,0.04
20.96,0.262
8.88,0.335
20.4,0.083
14.1,0.328
19.01,0.146
4.5,0.18
25.63,0.228
18.46,0.107
37.05,0.15
14.3,0.106
22.03,0.1
27.07,0.192
13.44,0.224
15.23,0.381
12.79,0.582
15.1,0.308
15.01,0.075
17.95,0.18
18.39,0.053
11.85,0.396
20.75,0.305
7.78,0.391
15.1,1.013
15.39,0.099
14.52,0.132
36.69,0.432
16.18,0.27
14.1,0.564
16.79,0.343
14.52,0.695
19.36,0.345
18.34,0.141
23.35,0.212
15.17,0.254
9.16,0.08
24.38,0.039
18.23,0.914
16.08,0.293
19.6,0.063
7.71,0.258
24.84,0.887
7.78,0.556
15.1,0.302
25.18,0.168
9.09,0.365
11.99,0.172
25.73,0.07
19.53,0.399
2.73,0.228
18.31,0.611
32.82,0.41
19.58,0.093
35.77,0.55
15.16,0.261
33.08,0.334
14.59,0.366
18.23,0.462
9.34,0.134
14.65,0.212
26.25,0.292
17.99,0.3
11.85,0.494
12.69,0.33
14.12,0.336
18.72,0.089
9.13,0.157
19.72,0.171
14.02,0.058
11.86,0.099
12.13,0.135
34.81,0.168
19.26,0.311
13.92,0.285
18.0,0.037
12.48,0.358
14.52,0.29
16.11,0.343
9.83,0.082
16.92,0.097
22.06,0.886
19.52,0.416
13.81,0.154
16.05,0.892
37.04,1.335
25.48,3.92
42.61,0.512
14.39,0.096
17.72,0.156
12.2,0.122
16.15,0.288
18.71,0.09
13.63,0.155
12.76,0.213
8.72,0.292
12.48,0.482
14.1,1.283
18.4,0.428
8.88,0.127
12.79,1.279
17.67,0.295
18.28,0.482
7.78,0.159
17.63,0.802
10.96,0.354
0.45,0.008
40.73,0.173
15.31,0.191
61.18,0.189
18.14,0.37
12.93,0.34
27.23,0.419
14.52,0.73
20.89,0.972
15.46,0.155
18.09,0.248
7.81,0.157
20.03,0.024
13.32,0.121
13.04,0.131
15.39,0.376
14.79,0.168
16.05,0.423
15.6,0.13
21.47,0.153
14.18,0.118
0.0,0.0
11.98,0.2
17.19,0.049
11.3,0.114
38.02,0.568
0.0,0.0
44.62,0.172
14.1,0.092
20.98,0.184
7.71,0.258
16.86,0.281
16.53,0.207
25.88,0.174
19.97,0.222
54.04,0.064
0.0,0.0
17.1,0.311
14.27,0.043
10.96,1.827
13.08,0.187
15.1,0.322
22.32,0.746
18.55,0.155
21.48,0.151
19.6,0.218
17.83,0.028
0.0,0.0
22.85,0.994
14.1,0.558
18.08,0.249
37.18,0.532
111.22,0.186
23.33,0.307
16.96,0.089
13.68,0.171
9.06,0.074
7.78,0.445
15.85,0.114
7.95,0.266
15.27,0.613
18.23,1.86
15.92,0.095
35.97,0.3
15.23,1.272
16.11,0.359
7.39,0.287
17.6,0.353
18.32,0.123
23.36,0.292
15.13,0.28
11.06,0.17
20.99,0.421
7.0,0.175
21.02,0.195
25.63,0.642
19.56,0.369
12.67,0.241
11.85,0.539
20.8,0.463
16.81,0.21
11.78,0.108
22.93,0.37
17.14,0.235
33.14,0.247
8.11,0.118
9.34,0.156
48.28,0.402
26.89,0.582
23.21,0.258
13.49,0.082
16.75,0.233
13.3,0.067
15.23,0.767
19.8,0.22
20.37,0.097
16.46,0.165
23.07,0.33
46.31,0.386
10.06,0.245
13.6,0.101
13.51,0.193
16.2,0.079
11.47,0.384
15.7,0.225
15.65,0.121
22.22,0.304
8.43,0.089
15.23,0.525
16.14,0.294
16.6,0.138
15.56,0.135
18.23,0.651
16.41,0.055
13.72,0.082
16.11,0.376
7.39,0.573
23.92,0.249
30.57,0.278
15.23,0.612
39.47,0.099
53.79,0.304
11.06,0.17
8.57,0.087
21.5,0.148
12.79,0.32
17.87,0.201
16.11,0.384
15.15,0.266
8.72,0.249
12.89,0.165
17.06,0.669
16.66,0.282
17.92,0.498
16.31,0.209
23.96,0.115
8.47,0.282
20.0,0.184
11.85,0.658
13.97,0.254
15.1,0.378
88.82,0.467
23.38,0.205
15.31,0.512
8.61,0.034
15.34,0.183
15.1,1.106
25.61,0.233
26.09,0.097
9.13,0.034
28.75,0.587
15.77,0.108
14.32,0.103
28.7,0.195
12.7,0.156
30.85,0.131
16.6,0.476
8.23,0.059
16.61,0.119
54.42,0.237
16.08,0.115
8.72,1.163
18.23,0.61
15.67,0.119
13.72,0.137
20.99,0.619
18.59,0.414
12.04,0.1
17.67,0.361
26.01,0.117
23.33,0.307
12.54,0.084
15.23,1.45
35.57,0.237
7.83,0.033
28.97,1.529
8.29,0.347
13.57,0.172
11.03,0.184
15.1,0.382
15.41,0.162
17.6,0.352
23.87,0.096
27.17,0.302
9.26,0.071
19.08,0.318
64.85,0.729
14.66,0.21
17.56,0.087
8.27,0.212
9.34,0.156
9.17,0.066
16.74,0.152
26.92,0.224
56.26,0.402
40.96,0.431
12.95,0.13
15.31,0.191
24.34,0.143
23.16,0.193
14.32,0.169
20.93,0.035
29.62,0.303
26.64,0.165
8.29,0.213
7.39,0.246
61.47,0.591
75.27,0.018
23.12,0.136
12.6,0.458
18.85,0.136
14.11,0.273
7.78,0.324
12.48,0.627
12.69,0.276
18.63,0.248
15.11,0.78
14.52,0.692
26.75,0.546
17.6,0.353
14.52,0.66
7.7,0.123
19.81,0.225
8.72,0.148
7.78,0.236
16.24,0.187
23.2,0.331
26.74,0.282
12.79,0.426
16.42,0.117
17.67,0.295
9.34,0.156
17.21,0.052
7.46,0.257
16.11,0.323
11.73,0.559
34.04,0.426
10.47,0.032
43.18,0.335
16.15,0.108
17.66,0.299
18.2,0.052
9.99,0.591
8.72,0.175
14.43,0.144
22.89,0.416
11.85,0.329
7.44,0.298
8.27,0.306
15.86,0.265
14.13,0.257
18.57,0.188
18.56,0.282
17.6,0.353
16.3,0.21
13.71,0.328
16.37,0.053
8.72,0.843
16.14,0.082
9.55,0.282
14.08,0.595
16.75,0.059
11.9,0.119
14.44,0.578
25.68,0.451
18.23,0.729
47.61,0.369
41.01,0.461
34.15,1.319
26.47,0.474
17.02,0.052
34.15,1.807
15.43,0.386
8.29,0.207
30.05,0.208
36.91,0.185
26.0,0.217
13.64,0.045
27.01,0.203
14.11,0.59
18.23,1.215
11.85,0.313
15.12,0.05
16.28,0.217
37.88,0.223
22.93,1.281
41.39,0.207
15.58,0.87
18.18,0.331
7.39,0.246
16.99,0.283
61.31,0.186
17.63,0.928
24.69,0.309
25.19,0.63
14.06,0.016
35.49,0.697
11.85,0.396
17.27,0.216
19.42,0.103
14.73,0.184
17.89,0.194
7.78,1.235
15.98,0.032
17.34,0.717
15.17,0.253
7.39,0.4
12.69,0.344
9.77,0.125
27.74,0.427
15.1,0.893
13.9,0.302
25.63,0.675
21.64,0.271
18.23,0.729
13.74,0.156
9.34,0.243
11.85,0.484
12.61,0.186
14.41,0.149
8.68,0.033
7.44,0.286
13.93,0.107
17.26,0.493
15.1,1.02
4.9,0.246
13.65,0.152
16.05,0.119
20.12,0.16
9.62,0.107
45.67,0.176
34.8,0.234
17.67,0.295
17.02,0.052
7.78,0.259
29.95,0.23
14.17,0.236
12.79,0.409
15.45,0.31
3.07,0.093
51.27,0.657
8.88,0.425
2.57,0.035
20.36,0.127
15.78,0.114
12.79,0.715
26.61,0.213
23.49,0.141
14.0,0.1
31.44,0.956
9.34,0.312
17.07,0.19
17.41,0.125
18.53,0.133
17.54,0.044
17.23,0.123
22.78,0.326
7.78,0.159
17.6,0.353
13.72,0.137
12.14,0.076
17.67,0.295
21.01,0.025
15.41,0.351
16.11,2.689
16.21,0.055
11.85,0.396
15.56,0.238
25.61,0.233
16.6,0.555
15.65,0.121
14.52,0.29
10.96,0.459
15.1,0.504
23.68,0.557
29.78,0.166
23.2,0.232
12.13,0.135
19.59,0.344
18.23,1.488
16.81,0.21
17.84,0.21
25.54,0.15
69.59,0.163
16.11,0.404
17.6,0.589
15.13,0.276
14.9,0.177
16.32,0.204
13.04,0.101
12.22,0.119
11.85,0.476
6.87,0.494
12.7,0.156
16.39,0.182
24.53,0.065
27.32,0.518
15.56,0.339
9.34,0.469
7.78,0.391
1.98,0.055
19.92,0.067
57.45,0.447
27.52,0.064
9.64,0.094
17.72,0.042
12.2,0.122
13.04,0.165
17.67,0.295
13.93,0.279
10.96,0.407
21.15,0.423
8.72,0.461
22.06,1.087
8.72,0.368
7.39,0.218
17.67,0.295
8.34,0.334
18.27,0.762
15.98,0.32
14.77,0.152
21.33,0.164
16.7,0.269
12.48,0.304
20.01,0.182
19.34,0.114
16.86,0.281
14.96,0.086
14.19,0.226
18.05,0.157
19.88,0.203
34.66,0.283
14.1,0.403
15.1,0.302
13.97,0.145
7.64,0.069
13.51,0.193
15.65,0.121
49.76,0.721
11.85,0.541
18.31,0.612
13.71,1.068
1.58,0.093
0.0,0.0
53.54,0.315
18.23,0.467
18.55,0.194
16.6,0.138
18.09,0.151
17.72,0.063
34.15,1.716
17.6,0.148
8.82,0.56
83.13,0.32
8.72,0.148
17.79,0.06
15.74,0.128
9.44,0.105
30.11,0.245
7.78,0.166
9.34,0.239
42.65,0.179
16.81,0.21
25.54,0.15
25.14,0.314
13.08,0.218
17.67,0.295
14.87,0.186
9.66,0.069
17.6,0.49
16.09,0.119
22.19,0.14
25.38,0.875
86.74,0.667
20.72,0.693
75.77,0.174
14.1,0.367
20.42,0.121
19.97,0.067
21.58,0.204
9.4,0.248
17.66,0.151
1.12,0.033
15.79,0.721
28.81,0.488
15.01,0.126
26.05,0.237
33.58,0.035
34.15,1.22
16.25,0.232
24.55,0.123
19.91,0.148
17.95,0.18
14.56,0.122
10.04,0.112
13.71,0.43
18.0,0.383
17.07,0.025
9.4,0.06
19.09,0.074
22.25,0.415
14.11,0.792
16.36,0.137
11.83,0.132
13.52,0.137
9.26,0.071
21.35,0.271
15.23,1.243
24.25,0.135
14.48,0.138
19.91,0.028
7.39,0.107
10.39,0.035
14.1,0.398
16.92,0.246
16.44,0.043
18.75,0.202
15.1,0.744
27.74,0.163
43.06,0.435
12.79,1.067
19.65,0.333
11.85,0.47
48.8,0.188
12.93,0.152
102.81,0.616
87.93,0.267
107.23,0.838
13.04,0.13
15.1,0.659
47.56,0.297
16.32,0.463
7.41,0.353
12.65,0.127
16.35,0.109
25.63,1.976
11.85,0.409
17.08,0.151
14.67,0.177
8.3,0.056
21.15,0.705
42.71,0.527
18.87,0.171
14.65,0.183
12.6,0.127
37.77,0.108
11.72,0.117
18.23,1.303
17.67,0.295
17.84,0.21
16.43,0.03
45.73,0.254
45.09,0.501
20.91,0.17
23.83,0.117
65.44,0.167
4.88,0.081
12.93,0.154
21.03,0.701
15.79,0.528
83.68,0.6
18.3,0.122
16.79,1.166
18.23,0.365
22.58,0.301
35.38,0.132
23.43,0.23
25.68,0.214
15.22,0.076
21.58,0.193
20.08,0.167
38.09,0.49
16.09,0.084
20.08,0.127
14.07,0.094
14.1,0.504
51.05,0.471
12.27,0.082
14.16,0.062
21.89,0.11
12.12,0.136
15.1,0.489
12.24,0.042
9.94,0.179
13.08,0.262
7.39,0.389
19.74,0.132
16.79,0.336
7.78,0.222
11.36,0.038
25.02,0.557
8.36,0.288
12.48,0.738
18.39,0.35
21.15,0.758
18.9,0.13
9.94,0.209
16.13,0.09
9.34,0.134
18.35,0.047
15.18,0.253
10.21,0.051
13.2,0.107
14.24,0.203
7.61,0.153
13.45,0.085
13.65,0.152
15.57,0.06
9.27,0.206
7.78,0.238
17.06,0.341
17.12,0.049
16.25,0.232
18.21,0.203
14.91,0.229
16.11,0.349
18.35,0.167
8.48,0.188
11.85,0.396
16.05,0.487
20.98,0.208
17.88,0.199
38.25,0.383
14.47,0.268
7.78,0.268
11.09,0.163
23.38,0.205
15.23,1.397
15.73,0.112
15.14,0.281
12.79,0.643
8.27,0.319
14.44,0.439
17.67,0.295
11.85,0.339
12.3,0.107
19.32,0.386
16.9,0.256
19.67,0.197
17.71,0.291
20.95,0.047
15.23,0.525
36.04,0.277
14.59,0.122
27.39,0.29
20.97,0.226
16.29,0.215
7.39,0.569
19.32,1.074
27.86,0.14
13.4,0.244
12.79,0.328
11.85,0.396
11.15,0.279
45.09,0.501
12.69,0.254
13.08,0.291
16.99,0.284
16.74,0.239
11.44,0.191
22.67,0.528
17.97,0.409
13.32,0.121
12.13,0.135
54.82,0.061
11.83,0.132
27.79,0.127
28.59,0.414
16.95,0.17
12.27,0.081
17.48,0.118
29.37,0.173
9.32,0.036
13.36,0.134
25.82,0.336
12.79,0.643
11.31,0.116
21.54,0.144
18.23,0.405
19.34,0.114
14.1,0.47
19.0,0.25
10.0,0.151
21.16,0.415
16.89,0.26
10.29,0.118
14.52,0.855
23.22,0.489
9.34,0.361
17.09,0.142
15.79,0.634
21.5,0.229
50.0,1.01
21.15,1.063
36.99,0.137
12.48,0.66
33.33,0.152
33.97,0.558
34.15,2.568
17.95,0.18
16.61,0.063
16.74,0.239
12.79,0.556
16.19,0.262
23.85,0.17
21.08,0.248
9.34,0.14
35.69,0.447
13.41,0.274
33.22,0.048
15.54,0.08
19.33,0.967
8.11,0.341
9.86,0.066
18.98,0.151
15.1,0.604
17.67,0.295
11.43,0.194
8.11,0.15
16.79,0.988
15.94,0.094
9.72,0.067
8.88,0.127
17.6,0.359
16.88,0.106
7.78,0.112
20.34,0.064
20.34,0.069
22.89,0.136
9.07,0.07
11.85,0.541
7.94,0.094
9.94,0.166
19.97,0.067
11.23,0.382
18.42,0.409
37.8,0.403
16.15,0.294
18.3,0.122
23.97,0.08
3.28,0.07
15.79,1.367
7.71,0.31
9.58,0.088
13.01,0.099
16.6,0.558
17.92,0.467
8.27,0.835
27.52,0.198
10.13,0.063
18.13,0.232
164.16,0.249
8.88,0.266
17.2,0.049
15.1,0.433
12.75,0.216
37.59,0.221
8.92,0.082
16.95,0.496
14.78,0.15
11.85,0.242
34.15,2.021
23.44,0.257
15.23,0.386
27.11,0.234
