freight_value,price,distance_km,weight_kg,volume_cm3,freight_ratio,category,customer_state
18.54,94.55,413.0,0.18,2210.0,0.2,computers_accessories,MG
34.84,89.9,1723.19,4.4,26400.0,0.39,electronics,SE
16.79,45.97,992.26,0.42,6552.0,0.36,stationery,SC
49.47,168.9,2457.57,7.0,37888.0,0.29,sports_leisure,RO
17.67,59.9,422.83,1.3,5184.0,0.3,health_beauty,SC
37.04,15.0,2195.12,0.15,4608.0,2.47,computers_accessories,PA
8.85,227.8,120.71,0.28,3528.0,0.04,watches_gifts,SP
17.41,139.0,1466.84,0.47,15708.0,0.12,pet_shop,MG
40.21,174.9,2345.3,4.35,8100.0,0.23,computers_accessories,CE
11.79,99.9,137.65,1.05,14440.0,0.12,bed_bath_table,SP
7.39,49.9,24.1,0.15,2816.0,0.15,sports_leisure,SP
19.13,178.98,1229.62,0.42,2106.0,0.11,watches_gifts,RS
16.05,34.99,817.39,0.6,4576.0,0.46,furniture_decor,RS
16.79,31.9,1162.75,0.2,2378.0,0.53,computers_accessories,SC
51.69,138.9,2401.97,0.3,8000.0,0.37,construction_tools_safety,RN
25.4,149.9,1673.57,0.53,4840.0,0.17,computers_accessories,PA
19.11,175.0,558.36,0.34,2992.0,0.11,watches_gifts,RJ
7.39,24.9,15.98,0.2,15625.0,0.3,sports_leisure,SP
26.75,49.0,2363.75,0.25,352.0,0.55,fashion_bags_accessories,MA
27.13,94.5,1084.52,2.0,6450.0,0.29,bed_bath_table,RS
17.19,45.9,665.88,1.0,2400.0,0.38,furniture_decor,DF
12.6,5.99,216.1,0.1,768.0,2.1,computers_accessories,PE
18.0,89.9,65.78,1.6,21996.0,0.2,health_beauty,SP
22.17,239.99,762.42,2.4,15750.0,0.09,cool_stuff,PR
16.64,219.9,344.76,0.4,5808.0,0.08,health_beauty,RJ
37.9,39.9,2363.51,1.3,18750.0,0.95,furniture_decor,MA
16.11,49.99,626.4,0.9,11286.0,0.32,bed_bath_table,MG
15.81,149.9,309.34,1.6,24320.0,0.1,sports_leisure,SP
21.18,98.99,734.96,2.22,8880.0,0.21,health_beauty,RJ
17.02,65.0,867.74,0.3,4560.0,0.26,cool_stuff,SP
0.0,69.9,1183.41,2.6,15000.0,0.0,furniture_decor,RS
15.34,83.99,774.68,0.7,2560.0,0.18,bed_bath_table,RJ
14.13,59.9,44.54,7.0,32994.0,0.24,housewares,SP
11.88,69.9,363.9,0.8,23625.0,0.17,bed_bath_table,SP
21.18,47.99,89.1,7.9,37500.0,0.44,housewares,SP
2.24,59.9,334.36,1.75,32560.0,0.04,garden_tools,SP
26.57,79.9,837.37,1.55,10730.0,0.33,furniture_decor,RJ
8.35,19.9,843.6,0.3,14985.0,0.42,furniture_decor,RS
15.1,29.99,417.63,0.1,2816.0,0.5,pet_shop,SP
13.5,69.0,249.44,1.85,18150.0,0.2,auto,SP
15.56,33.5,253.57,0.57,3120.0,0.46,bed_bath_table,RJ
23.52,102.5,872.33,1.6,6750.0,0.23,furniture_decor,RS
20.82,1100.0,535.54,3.1,52675.0,0.02,computers_accessories,SP
19.04,49.9,2119.55,0.1,1600.0,0.38,fashion_bags_accessories,PE
46.88,48.9,119.68,1.75,9600.0,0.96,kitchen_dining_laundry_garden_furniture,SP
20.77,49.9,414.09,1.75,32560.0,0.42,garden_tools,SP
20.43,169.9,1009.8,1.6,10000.0,0.12,sports_leisure,MG
15.79,149.0,738.13,0.2,8000.0,0.11,computers_accessories,PR
8.72,35.99,16.84,0.38,2618.0,0.24,computers_accessories,SP
19.84,29.5,498.38,1.87,7776.0,0.67,cool_stuff,MG
15.1,21.9,491.98,0.21,4050.0,0.69,sports_leisure,RJ
19.66,59.9,952.72,0.43,4845.0,0.33,health_beauty,GO
7.39,24.99,12.43,0.3,816.0,0.3,telephony,SP
11.85,7.9,255.75,0.2,11475.0,1.5,stationery,SP
17.62,69.9,226.57,2.5,2420.0,0.25,sports_leisure,SP
8.72,34.9,4.6,0.3,352.0,0.25,telephony,MG
37.89,132.68,2483.39,3.04,99000.0,0.29,baby,PA
25.67,118.9,463.53,3.3,47520.0,0.22,pet_shop,GO
18.09,119.9,362.87,1.3,2420.0,0.15,sports_leisure,PR
21.22,105.0,386.45,2.8,24000.0,0.2,computers_accessories,SC
39.88,126.69,2318.37,3.6,21600.0,0.32,furniture_decor,PA
16.26,89.9,104.48,1.38,20000.0,0.18,bed_bath_table,SP
100.68,990.0,117.16,30.0,251625.0,0.1,health_beauty,SP
22.28,49.99,1494.39,0.2,26250.0,0.45,auto,BA
17.9,92.42,569.07,1.2,20000.0,0.19,bed_bath_table,GO
15.63,290.0,46.01,3.35,22000.0,0.05,baby,SP
18.3,149.9,273.83,3.3,35100.0,0.12,bed_bath_table,SP
12.9,110.0,102.62,0.45,1932.0,0.12,pet_shop,SC
24.94,89.9,234.87,16.1,100100.0,0.28,luggage_accessories,SP
15.79,39.9,964.59,0.2,1875.0,0.4,computers_accessories,BA
18.19,134.9,394.6,8.35,51300.0,0.14,bed_bath_table,RS
7.78,24.99,24.75,0.25,816.0,0.31,telephony,SP
7.67,58.0,45.51,0.25,5832.0,0.13,drinks,SP
12.76,59.9,112.01,1.23,18252.0,0.21,housewares,SP
15.65,110.32,789.77,0.15,990.0,0.14,health_beauty,DF
14.81,150.99,497.39,0.38,5236.0,0.1,baby,SP
15.02,100.99,330.31,1.65,5148.0,0.15,health_beauty,SP
13.79,109.9,51.48,1.35,3312.0,0.12,bed_bath_table,SP
12.79,39.9,187.09,0.15,880.0,0.32,auto,SP
14.1,29.0,349.78,0.2,352.0,0.49,watches_gifts,RJ
21.11,101.45,2479.0,1.0,6240.0,0.21,bed_bath_table,PA
52.83,99.99,2105.24,0.35,11200.0,0.53,health_beauty,PA
13.5,22.32,607.2,0.2,2378.0,0.6,computers_accessories,MG
8.52,25.9,17.23,0.52,10626.0,0.33,sports_leisure,RJ
11.85,22.9,194.09,0.3,1512.0,0.52,cool_stuff,SP
15.1,23.99,768.18,0.1,4500.0,0.63,health_beauty,RS
18.09,119.9,513.1,1.6,4692.0,0.15,bed_bath_table,SC
27.48,199.9,460.29,2.5,9009.0,0.14,bed_bath_table,RJ
15.98,269.7,162.77,1.95,29792.0,0.06,home_construction,SP
85.86,329.9,915.39,13.72,62964.0,0.26,furniture_living_room,RS
8.36,89.0,70.7,1.9,18000.0,0.09,bed_bath_table,SP
15.24,19.9,567.54,0.15,1584.0,0.77,fashion_bags_accessories,DF
35.88,80.04,1809.45,0.7,10143.0,0.45,pet_shop,MA
16.28,92.9,93.66,1.82,20944.0,0.18,bed_bath_table,SP
18.23,13.99,561.81,0.2,2560.0,1.3,bed_bath_table,RJ
37.13,103.97,532.21,9.75,37260.0,0.36,furniture_living_room,MG
15.1,45.9,667.32,0.15,2816.0,0.33,sports_leisure,ES
38.25,59.9,462.15,2.75,21012.0,0.64,musical_instruments,SP
14.45,100.0,334.09,0.45,4500.0,0.14,health_beauty,SP
15.82,54.0,896.45,0.5,4560.0,0.29,cool_stuff,SP
16.32,79.9,856.87,1.1,12600.0,0.2,bed_bath_table,RS
44.96,159.0,2165.61,0.3,6336.0,0.28,toys,SE
68.45,200.0,1504.69,4.35,36000.0,0.34,home_construction,MT
7.94,35.0,30.35,0.38,5832.0,0.23,toys,RJ
18.2,89.99,1326.58,4.15,46656.0,0.2,furniture_decor,RJ
8.88,20.15,19.8,3.75,15625.0,0.44,stationery,SP
53.79,176.99,174.56,22.62,187308.0,0.3,furniture_decor,SP
52.83,348.0,677.24,1.0,3528.0,0.15,health_beauty,RJ
44.55,639.9,856.49,4.6,34776.0,0.07,pet_shop,MG
18.28,26.19,752.72,15.22,9548.0,0.7,home_appliances,ES
45.85,325.0,629.99,6.12,37888.0,0.14,cool_stuff,RJ
18.58,251.92,22.02,1.9,12000.0,0.07,bed_bath_table,SP
12.79,15.0,199.25,0.15,2800.0,0.85,electronics,SP
16.79,14.9,891.32,0.15,3240.0,1.13,electronics,RJ
15.77,95.0,471.07,0.15,990.0,0.17,health_beauty,MG
16.98,54.99,446.93,0.35,2464.0,0.31,watches_gifts,SP
8.72,9.99,26.93,0.1,2664.0,0.87,computers_accessories,SP
24.71,69.9,686.04,2.6,15000.0,0.35,furniture_decor,MG
23.67,74.8,879.54,0.1,1936.0,0.32,computers_accessories,RJ
16.12,50.9,588.57,0.5,1710.0,0.32,furniture_decor,RJ
15.1,27.99,390.17,0.25,816.0,0.54,telephony,MG
50.28,69.0,372.84,7.22,41200.0,0.73,industry_commerce_and_business,RJ
29.43,129.97,1336.74,8.3,48552.0,0.23,housewares,MG
17.25,499.9,373.2,1.55,27216.0,0.04,cool_stuff,RJ
18.73,119.9,360.91,4.55,16000.0,0.16,baby,SP
15.3,28.9,340.7,0.2,2378.0,0.53,computers_accessories,RJ
23.69,169.97,1615.71,0.1,4096.0,0.14,cool_stuff,DF
17.6,35.12,431.25,0.8,12000.0,0.5,toys,SP
13.37,30.21,199.76,1.58,3240.0,0.44,computers_accessories,SP
14.81,255.9,503.64,1.3,12000.0,0.06,computers_accessories,SP
17.47,138.9,1053.19,0.23,3360.0,0.13,computers_accessories,RJ
51.55,495.0,359.66,20.45,108000.0,0.1,furniture_bedroom,SP
23.75,134.99,721.0,1.55,16000.0,0.18,sports_leisure,SP
27.5,79.0,945.13,0.6,9009.0,0.35,housewares,RJ
17.03,85.0,912.83,0.32,3458.0,0.2,computers_accessories,RJ
32.79,125.0,2606.43,1.35,18000.0,0.26,industry_commerce_and_business,MA
23.57,99.9,764.36,2.5,12000.0,0.24,furniture_decor,RJ
15.34,66.0,820.9,0.25,1056.0,0.23,stationery,RS
17.16,129.99,334.13,1.2,26400.0,0.13,luggage_accessories,SP
18.13,339.0,681.48,0.2,2592.0,0.05,computers_accessories,ES
11.73,69.9,15.37,2.7,49000.0,0.17,furniture_decor,SP
23.75,259.9,1074.53,0.15,935.0,0.09,sports_leisure,RJ
23.49,166.99,346.31,2.42,16530.0,0.14,cool_stuff,RJ
27.59,91.3,1041.14,1.15,16744.0,0.3,bed_bath_table,MG
17.41,139.0,730.17,0.43,3042.0,0.12,fixed_telephony,SP
16.89,65.0,793.4,1.03,4080.0,0.26,sports_leisure,RJ
18.23,29.99,591.59,0.55,2560.0,0.61,bed_bath_table,RJ
7.39,13.99,67.08,0.05,880.0,0.53,perfumery,SP
14.43,99.9,266.71,0.5,17160.0,0.14,fashion_bags_accessories,MG
15.1,45.9,323.14,0.4,3000.0,0.33,auto,RJ
21.15,94.9,448.87,2.1,10816.0,0.22,office_furniture,SC
0.0,53.9,1919.48,1.55,19800.0,0.0,garden_tools,AL
17.37,79.99,422.12,1.45,8064.0,0.22,garden_tools,SP
13.08,75.0,18.41,2.6,15000.0,0.17,furniture_decor,SP
17.13,59.9,5.45,7.0,32994.0,0.29,housewares,SP
7.78,69.0,25.26,0.25,352.0,0.11,watches_gifts,SP
17.15,129.0,507.0,0.85,35000.0,0.13,cool_stuff,MG
7.39,55.0,34.09,0.25,640.0,0.13,watches_gifts,SP
11.21,151.0,347.43,0.2,2805.0,0.07,health_beauty,SP
11.85,8.9,295.15,0.6,850.0,1.33,furniture_decor,SP
13.01,49.99,139.33,2.15,27000.0,0.26,electronics,SP
19.32,38.0,316.36,0.85,9261.0,0.51,housewares,MG
18.23,14.49,555.07,0.3,5832.0,1.26,health_beauty,MG
7.71,49.9,10.86,0.2,3600.0,0.16,food_drink,BA
18.78,127.9,280.52,0.35,4693.0,0.15,computers_accessories,RJ
0.0,69.9,812.38,2.6,15000.0,0.0,furniture_decor,GO
7.4,19.99,92.21,0.13,952.0,0.37,auto,SP
19.32,49.9,1083.85,1.55,19800.0,0.39,garden_tools,RS
19.39,59.9,715.44,0.72,12500.0,0.32,toys,RS
12.83,69.9,214.28,0.8,23625.0,0.18,bed_bath_table,SP
23.78,139.9,261.13,6.2,36190.0,0.17,furniture_living_room,SP
8.72,20.9,18.98,0.2,2378.0,0.42,computers_accessories,MG
17.55,120.0,938.02,0.15,3000.0,0.15,sports_leisure,GO
27.84,185.99,2299.78,0.5,3300.0,0.15,watches_gifts,CE
10.96,29.9,302.59,0.3,2760.0,0.37,sports_leisure,SP
14.1,23.99,880.23,0.1,4500.0,0.59,health_beauty,DF
18.23,45.9,300.04,0.15,2816.0,0.4,sports_leisure,RJ
60.29,248.99,358.12,18.05,75000.0,0.24,luggage_accessories,RJ
12.87,30.0,298.9,0.4,2560.0,0.43,bed_bath_table,SP
14.61,122.99,316.51,0.4,3600.0,0.12,unknown,RJ
14.52,19.99,420.72,0.18,648.0,0.73,telephony,MG
14.1,21.9,389.4,0.15,6000.0,0.64,electronics,RJ
17.61,52.0,453.19,6.6,39375.0,0.34,baby,MG
11.73,22.99,112.34,7.35,38750.0,0.51,housewares,SP
16.11,29.5,483.25,0.35,15075.0,0.55,sports_leisure,SP
24.91,610.0,210.91,4.75,32643.0,0.04,garden_tools,SP
27.42,159.9,713.89,2.45,21420.0,0.17,bed_bath_table,RJ
38.47,59.9,424.77,2.75,21012.0,0.64,musical_instruments,SP
8.73,140.9,76.97,0.25,4096.0,0.06,computers_accessories,PR
12.21,229.0,110.89,3.7,60606.0,0.05,luggage_accessories,SP
15.23,44.99,493.07,0.1,952.0,0.34,computers_accessories,MG
14.56,56.0,671.41,0.5,4536.0,0.26,sports_leisure,SC
19.08,619.0,479.55,0.42,3952.0,0.03,watches_gifts,MG
19.6,309.9,1487.14,0.58,4641.0,0.06,perfumery,BA
7.78,69.77,26.64,0.1,1232.0,0.11,unknown,SP
12.96,89.18,529.05,0.7,24500.0,0.14,furniture_decor,SP
11.91,59.0,141.92,0.25,640.0,0.2,fashion_bags_accessories,SP
18.31,199.9,519.79,4.2,27993.0,0.09,bed_bath_table,SP
17.6,30.21,543.18,1.58,3240.0,0.58,computers_accessories,MG
9.34,59.9,95.79,0.28,5544.0,0.16,electronics,SP
8.72,39.9,13.95,0.15,2816.0,0.22,sports_leisure,SP
19.9,299.99,370.25,1.7,4680.0,0.07,construction_tools_construction,RJ
20.27,185.81,283.18,0.35,3360.0,0.11,computers_accessories,RJ
18.06,115.9,704.45,0.95,34104.0,0.16,bed_bath_table,DF
17.2,320.0,416.62,9.65,80290.0,0.05,housewares,SP
16.83,55.9,909.46,0.7,6750.0,0.3,pet_shop,RJ
15.23,39.9,331.71,0.25,3872.0,0.38,bed_bath_table,RJ
14.1,29.99,871.7,0.2,1040.0,0.47,sports_leisure,DF
13.62,72.0,114.22,0.15,2912.0,0.19,computers_accessories,PR
12.69,45.9,287.04,0.6,1800.0,0.28,furniture_decor,SP
11.85,39.99,288.42,0.35,3800.0,0.3,bed_bath_table,SP
18.23,8.99,698.56,0.3,3211.0,2.03,signaling_and_security,SP
14.02,239.99,112.62,4.34,2856.0,0.06,watches_gifts,SP
19.5,75.0,432.22,5.15,12500.0,0.26,furniture_decor,RJ
7.4,76.9,6.93,4.2,20535.0,0.1,housewares,SP
82.7,230.0,520.52,12.0,70875.0,0.36,construction_tools_lights,PR
22.14,299.0,969.53,0.77,7337.0,0.07,cool_stuff,MG
17.6,49.9,1179.52,1.65,19800.0,0.35,garden_tools,RS
14.41,198.0,165.21,1.3,17940.0,0.07,costruction_tools_garden,PR
16.11,38.99,587.25,0.55,2560.0,0.41,bed_bath_table,RJ
7.87,20.0,80.23,0.8,4512.0,0.39,signaling_and_security,SP
34.35,78.0,2221.98,0.25,640.0,0.44,watches_gifts,PB
18.41,44.9,420.08,0.25,5500.0,0.41,stationery,SP
40.38,149.99,346.52,6.55,8000.0,0.27,computers_accessories,RJ
17.12,58.9,412.13,5.51,149296.0,0.29,baby,SP
15.23,69.0,729.17,3.2,56980.0,0.22,stationery,SC
19.7,104.9,803.45,0.6,17500.0,0.19,sports_leisure,PR
27.16,119.9,369.22,2.6,18000.0,0.23,market_place,SC
44.81,49.99,703.87,0.15,576.0,0.9,consoles_games,RJ
23.0,60.5,858.54,1.05,15750.0,0.38,bed_bath_table,RS
23.5,99.99,406.0,1.7,19500.0,0.24,art,RJ
13.18,149.9,469.25,0.2,4410.0,0.09,computers_accessories,SP
13.37,30.21,298.31,1.58,3240.0,0.44,computers_accessories,SP
15.45,49.99,853.32,0.18,2816.0,0.31,telephony,RS
13.55,899.0,125.13,0.58,4420.0,0.02,watches_gifts,SP
11.73,48.9,34.59,1.85,5780.0,0.24,cool_stuff,SP
13.41,55.0,223.22,0.85,27000.0,0.24,furniture_decor,SP
17.74,69.9,431.4,1.45,7854.0,0.25,housewares,SP
7.54,39.9,118.38,0.1,936.0,0.19,telephony,SP
16.4,99.9,933.78,8.88,24080.0,0.16,garden_tools,SP
13.58,79.9,118.11,1.23,13804.0,0.17,bed_bath_table,SP
7.39,14.9,14.63,0.1,6400.0,0.5,stationery,SP
11.85,41.4,309.79,0.11,3264.0,0.29,construction_tools_construction,SP
19.72,348.8,2380.35,0.36,3042.0,0.06,watches_gifts,PA
74.69,248.99,875.35,18.05,75000.0,0.3,luggage_accessories,GO
14.33,85.9,171.44,1.25,16660.0,0.17,luggage_accessories,SP
16.74,70.0,364.54,0.9,3520.0,0.24,baby,SP
27.19,126.8,688.91,2.6,21000.0,0.21,housewares,RJ
12.83,117.9,79.33,0.4,4693.0,0.11,perfumery,RJ
40.28,135.0,347.85,9.1,21294.0,0.3,garden_tools,MG
23.36,79.9,805.48,1.82,21200.0,0.29,home_confort,ES
16.92,89.0,525.1,2.7,4032.0,0.19,construction_tools_construction,MS
11.85,22.9,297.25,0.4,4800.0,0.52,bed_bath_table,SP
14.0,284.99,748.81,2.78,6688.0,0.05,drinks,ES
36.56,177.0,1819.81,0.76,6006.0,0.21,computers_accessories,AL
30.36,119.0,2605.65,1.55,8349.0,0.26,furniture_decor,MA
15.7,117.7,364.98,0.4,4693.0,0.13,perfumery,SP
18.27,24.9,642.25,0.1,1728.0,0.73,garden_tools,MG
39.43,197.5,1616.59,0.72,4800.0,0.2,computers_accessories,RJ
15.95,169.99,363.58,1.1,20160.0,0.09,toys,SP
19.35,415.0,918.63,1.2,23166.0,0.05,health_beauty,RJ
10.96,394.99,13.68,0.32,3315.0,0.03,sports_leisure,SP
9.34,34.9,14.17,0.7,7128.0,0.27,bed_bath_table,SP
18.23,24.9,352.61,0.2,600.0,0.73,bed_bath_table,PR
28.4,299.9,433.61,2.75,13475.0,0.1,furniture_decor,SC
22.63,99.8,764.33,0.35,5460.0,0.23,perfumery,BA
14.24,69.77,293.64,0.1,1232.0,0.2,unknown,RJ
13.71,47.9,310.17,0.8,8000.0,0.29,bed_bath_table,SP
21.17,75.0,255.33,1.8,31500.0,0.28,furniture_decor,SP
27.94,142.0,964.68,1.8,14000.0,0.2,drinks,MG
9.1,134.0,12.05,0.55,4914.0,0.07,auto,SP
8.82,90.0,37.12,1.15,4508.0,0.1,perfumery,SP
7.78,24.89,49.34,0.6,352.0,0.31,health_beauty,SP
17.6,36.0,280.67,1.8,14520.0,0.49,sports_leisure,MG
15.1,16.99,694.66,0.2,2052.0,0.89,housewares,RJ
14.62,65.0,495.56,1.03,4080.0,0.22,sports_leisure,SP
23.14,79.99,320.22,1.25,16660.0,0.29,luggage_accessories,RJ
18.49,55.0,1118.52,0.25,640.0,0.34,watches_gifts,RS
15.86,107.9,355.87,0.4,5832.0,0.15,sports_leisure,RJ
24.83,88.34,941.89,2.5,14400.0,0.28,furniture_decor,MG
34.31,110.0,555.49,3.5,18900.0,0.31,health_beauty,MG
29.5,349.0,2650.33,0.2,2352.0,0.08,sports_leisure,RO
7.39,55.0,84.38,0.25,640.0,0.13,watches_gifts,SP
12.55,150.0,353.17,0.2,2805.0,0.08,health_beauty,SP
15.35,34.99,344.13,0.15,884.0,0.44,toys,RJ
18.0,98.9,319.84,0.3,1428.0,0.18,health_beauty,RJ
23.28,99.9,347.26,0.7,8712.0,0.23,fashion_shoes,MG
15.77,146.0,270.51,0.9,15000.0,0.11,sports_leisure,SP
16.6,36.9,319.53,0.45,2160.0,0.45,auto,SP
15.31,122.99,224.04,0.7,5700.0,0.12,health_beauty,MA
17.64,150.0,934.21,2.2,33750.0,0.12,housewares,RS
25.31,119.0,1089.92,6.55,8000.0,0.21,computers_accessories,RS
18.23,1800.0,29.23,0.67,6120.0,0.01,watches_gifts,SP
14.1,24.82,476.32,0.5,1677.0,0.57,garden_tools,MG
18.23,14.0,591.33,0.25,2560.0,1.3,bed_bath_table,RJ
7.78,12.25,9.89,0.18,3872.0,0.64,electronics,SP
18.15,129.0,712.39,6.55,31920.0,0.14,stationery,PR
8.11,48.3,152.35,0.2,352.0,0.17,fashion_bags_accessories,SP
7.39,13.65,86.45,0.2,2800.0,0.54,electronics,SP
12.44,252.0,339.42,0.3,3000.0,0.05,sports_leisure,SP
15.23,15.45,878.1,0.2,3000.0,0.99,stationery,DF
19.32,47.9,601.89,0.7,2240.0,0.4,market_place,SP
15.39,46.0,461.23,1.05,12288.0,0.34,furniture_decor,SP
13.9,125.99,542.04,1.02,6750.0,0.11,computers_accessories,SP
8.88,47.9,65.65,0.8,8000.0,0.18,bed_bath_table,SP
16.9,299.0,873.37,0.15,1932.0,0.06,sports_leisure,RJ
23.36,79.99,810.52,1.1,15750.0,0.29,baby,MG
18.81,59.99,733.97,0.35,7106.0,0.31,toys,RS
16.85,299.9,167.17,0.3,6000.0,0.06,watches_gifts,PR
28.88,49.9,718.53,1.5,19800.0,0.58,garden_tools,SC
22.16,29.9,680.72,0.4,8004.0,0.74,fashion_shoes,RJ
16.06,168.49,336.2,0.13,2520.0,0.1,pet_shop,SP
14.1,20.0,298.56,0.4,4500.0,0.7,auto,PR
13.55,76.0,312.29,1.25,17424.0,0.18,housewares,SP
7.39,49.9,16.31,0.15,2816.0,0.15,sports_leisure,SP
16.95,29.9,342.77,0.25,1200.0,0.57,health_beauty,PR
15.51,252.0,357.34,0.3,3000.0,0.06,sports_leisure,SP
7.94,42.9,38.2,0.4,36000.0,0.18,cool_stuff,RJ
16.05,34.99,1142.41,0.2,4500.0,0.46,health_beauty,RS
15.06,139.9,197.61,10.22,2299.0,0.11,cool_stuff,MG
14.41,45.9,2217.56,0.37,5250.0,0.31,furniture_decor,PB
12.69,36.9,418.9,0.9,10478.0,0.34,computers_accessories,SP
25.46,89.0,787.29,1.18,17172.0,0.29,health_beauty,RS
16.62,122.9,546.65,1.8,4500.0,0.14,bed_bath_table,MG
7.78,29.98,28.33,0.22,1326.0,0.26,telephony,SP
21.15,23.99,2104.53,0.1,4500.0,0.88,health_beauty,PI
9.34,35.0,25.6,0.98,13225.0,0.27,housewares,SP
17.92,45.9,1529.39,0.65,3200.0,0.39,perfumery,MT
23.82,95.0,842.19,0.55,12500.0,0.25,sports_leisure,RJ
13.44,59.9,169.83,1.55,19800.0,0.22,garden_tools,SP
45.44,149.0,916.89,6.4,27000.0,0.3,bed_bath_table,MG
27.79,209.9,812.22,3.75,42000.0,0.13,garden_tools,RS
20.96,439.65,307.33,0.3,2700.0,0.05,health_beauty,MG
12.6,38.94,96.36,0.25,1836.0,0.32,sports_leisure,SC
16.54,189.9,451.91,0.75,3042.0,0.09,health_beauty,PR
17.42,70.0,720.72,0.5,6000.0,0.25,baby,AL
11.99,70.62,184.97,0.6,7904.0,0.17,bed_bath_table,SP
11.73,64.99,95.36,1.6,15625.0,0.18,housewares,SP
25.63,18.0,1417.09,0.12,5832.0,1.42,garden_tools,TO
27.74,489.9,112.05,11.5,63525.0,0.06,small_appliances,SP
20.03,119.9,285.31,0.28,3332.0,0.17,perfumery,ES
17.75,70.97,462.64,3.01,46080.0,0.25,toys,MG
17.63,59.9,88.18,7.5,44550.0,0.29,musical_instruments,SP
14.56,28.0,338.77,0.1,1134.0,0.52,auto,SP
8.65,130.0,138.11,0.12,6750.0,0.07,sports_leisure,SP
16.35,163.0,473.02,1.0,3915.0,0.1,unknown,PR
17.6,34.99,319.81,1.2,4784.0,0.5,food_drink,RJ
15.23,42.9,502.54,0.23,1729.0,0.36,health_beauty,MG
17.06,193.9,901.06,5.7,48000.0,0.09,bed_bath_table,ES
76.76,280.0,894.77,8.6,60000.0,0.27,pet_shop,MG
26.79,69.9,788.59,2.5,2420.0,0.38,sports_leisure,MG
15.79,149.0,378.62,0.2,8000.0,0.11,computers_accessories,SC
11.31,14.99,331.67,0.25,352.0,0.76,garden_tools,SP
11.01,56.99,18.0,0.3,3200.0,0.19,perfumery,SP
172.99,1350.0,532.29,30.0,194250.0,0.13,toys,MG
22.61,129.0,916.81,0.38,2808.0,0.18,watches_gifts,MG
45.72,179.99,329.54,7.65,8000.0,0.25,garden_tools,RJ
8.67,86.9,283.06,1.82,21200.0,0.1,home_confort,SP
16.32,49.0,350.5,0.75,1536.0,0.33,sports_leisure,PR
25.79,135.0,682.36,3.04,99000.0,0.19,baby,SC
18.25,20.9,430.48,0.15,2604.0,0.87,computers_accessories,MG
14.15,245.0,74.78,0.35,528.0,0.06,telephony,SP
9.37,79.9,7.91,0.45,12834.0,0.12,musical_instruments,SP
16.01,180.0,429.8,0.18,8000.0,0.09,computers_accessories,PR
15.1,29.9,171.73,0.2,1440.0,0.5,health_beauty,SP
22.93,29.99,429.65,0.45,20000.0,0.76,garden_tools,SP
22.85,49.0,2366.99,0.25,640.0,0.47,watches_gifts,MA
14.43,117.3,43.32,4.11,44890.0,0.12,auto,SP
15.55,64.9,352.58,0.2,4752.0,0.24,cool_stuff,RJ
18.71,384.0,431.72,8.8,13068.0,0.05,bed_bath_table,RJ
15.41,75.0,483.32,0.35,1960.0,0.2,sports_leisure,MG
13.02,97.81,292.38,1.6,8866.0,0.13,furniture_decor,SP
11.03,59.9,46.72,0.1,8000.0,0.18,perfumery,RJ
12.79,40.8,90.86,0.6,19375.0,0.31,construction_tools_safety,SP
18.02,109.9,545.34,9.4,56250.0,0.16,baby,SC
14.87,99.9,399.7,8.88,24080.0,0.15,garden_tools,RJ
23.29,69.9,899.91,1.2,5187.0,0.33,health_beauty,DF
18.72,89.0,283.72,0.1,1000.0,0.21,fashion_bags_accessories,SP
14.1,24.62,340.22,0.49,5760.0,0.57,housewares,RJ
21.18,98.62,585.04,3.3,33250.0,0.22,bed_bath_table,RJ
23.99,188.9,1244.28,3.0,24684.0,0.13,housewares,BA
11.85,21.0,559.78,0.2,7744.0,0.56,computers_accessories,SP
9.23,67.99,28.29,0.45,1280.0,0.14,computers_accessories,SP
12.96,43.0,105.79,0.15,5832.0,0.3,sports_leisure,SP
11.85,49.95,277.13,0.4,4275.0,0.24,bed_bath_table,SP
14.34,84.99,297.9,0.35,4752.0,0.17,perfumery,RJ
23.31,109.9,369.97,1.75,27000.0,0.21,auto,RJ
15.66,24.9,397.66,0.5,1584.0,0.63,fashion_bags_accessories,MG
7.83,137.9,99.42,0.2,990.0,0.06,health_beauty,SP
17.48,148.0,772.19,0.12,2304.0,0.12,cool_stuff,RJ
23.42,89.0,384.23,1.55,8960.0,0.26,bed_bath_table,PR
42.38,38.0,2136.26,0.6,4000.0,1.12,auto,SP
17.78,125.0,408.38,3.47,33511.0,0.14,housewares,SP
21.88,147.9,548.66,7.15,42250.0,0.15,auto,PR
13.87,121.9,291.69,1.35,4374.0,0.11,health_beauty,SP
12.61,67.91,481.78,0.1,1408.0,0.19,computers_accessories,SP
17.74,69.9,897.98,1.04,25256.0,0.25,housewares,RS
19.09,78.0,2470.5,3.21,39102.0,0.24,bed_bath_table,PA
15.79,148.0,715.55,0.44,4480.0,0.11,watches_gifts,RJ
15.23,13.65,356.56,0.15,3872.0,1.12,electronics,RJ
18.23,12.65,439.75,0.15,2800.0,1.44,electronics,MG
31.36,70.0,1342.51,2.5,12000.0,0.45,furniture_decor,MG
57.77,129.9,302.54,7.62,78750.0,0.44,bed_bath_table,SP
19.13,179.0,633.31,6.15,8000.0,0.11,sports_leisure,GO
